value,count,ctmmlabel,class,occu
61,1.00000000000,ed,rich,moderate
61,1.00000000000,ef,crop,moderate
61,1.00000000000,ef,poor,moderate
61,1.00000000000,ft,poor,moderate
61,1.00000000000,fu,poor,moderate
61,1.00000000000,hx,edge,moderate
61,1.00000000000,hx,rich,moderate
61,1.00000000000,ht,rich,moderate
61,1.00000000000,ht,edge,moderate
61,1.00000000000,hq,rich,moderate
61,1.00000000000,hq,edge,moderate
62,1.00000000000,ed,poor,moderate
62,3.00000000000,ef,poor,moderate
62,1.00000000000,ha,rich,moderate
63,1.00000000000,ha,edge,moderate
64,1.00000000000,ep,rich,moderate
66,1.00000000000,ha,rich,moderate
67,1.00000000000,ed,edge,high
67,2.00000000000,ef,poor,high
67,1.00000000000,fj,poor,high
67,1.00000000000,ft,poor,high
67,1.00000000000,fu,poor,high
67,1.00000000000,hx,rich,high
67,1.00000000000,ht,rich,high
67,1.00000000000,hq,rich,high
68,1.00000000000,ha,rich,high
69,2.00000000000,ef,poor,high
69,1.00000000000,ft,poor,high
69,1.00000000000,fu,poor,high
69,2.00000000000,ha,rich,high
70,1.00000000000,ha,rich,high
70,1.00000000000,ha,edge,high
71,1.00000000000,ed,crop,high
71,1.00000000000,ed,edge,high
71,1.00000000000,ef,poor,high
71,1.00000000000,ft,poor,high
71,1.00000000000,fu,poor,high
71,1.00000000000,fv,poor,high
71,1.00000000000,hx,rich,high
71,1.00000000000,ht,rich,high
71,1.00000000000,hq,rich,high
72,1.00000000000,fv,edge,high
72,1.00000000000,hx,rich,high
72,1.00000000000,ht,rich,high
72,1.00000000000,hq,rich,high
73,1.00000000000,ef,poor,high
73,1.00000000000,ha,rich,high
74,1.00000000000,ef,poor,high
74,1.00000000000,ha,rich,high
74,1.00000000000,gy,edge,high
75,1.00000000000,ef,crop,high
75,1.00000000000,ef,poor,high
76,1.00000000000,ed,poor,high
77,1.00000000000,ef,poor,high
79,1.00000000000,ed,edge,high
79,1.00000000000,ef,poor,high
81,1.00000000000,ef,poor,high
81,1.00000000000,hx,rich,high
81,1.00000000000,ht,rich,high
81,1.00000000000,hq,rich,high
82,1.00000000000,ed,edge,high
82,2.00000000000,ef,poor,high
83,1.00000000000,ed,edge,high
83,1.00000000000,fq,poor,high
83,1.00000000000,fr,poor,high
84,1.00000000000,ef,poor,high
84,2.00000000000,fj,poor,high
85,1.00000000000,ef,poor,high
86,1.00000000000,ef,poor,high
87,1.00000000000,ed,poor,high
87,1.00000000000,hx,rich,high
87,1.00000000000,ht,rich,high
87,1.00000000000,hq,rich,high
90,1.00000000000,ft,poor,high
90,1.00000000000,fu,poor,high
90,1.00000000000,fv,edge,high
92,1.00000000000,ed,rich,high
93,1.00000000000,ef,crop,high
