value,count,ctmmlabel,class,occu
42,38.00000000000,ac,edge,moderate
42,78.00000000000,ac,crop,moderate
42,3.00000000000,bn,edge,moderate
42,2.00000000000,cv,rich,moderate
42,1.00000000000,cf,poor,moderate
42,1.00000000000,ce,edge,moderate
42,2.00000000000,cb,rich,moderate
42,1.00000000000,cb,crop,moderate
42,1.00000000000,ca,rich,moderate
42,28.00000000000,cg,rich,moderate
42,2.00000000000,dn,rich,moderate
42,1.00000000000,dc,rich,moderate
42,1.00000000000,db,edge,moderate
42,108.00000000000,dl,poor,moderate
43,1.00000000000,az,edge,moderate
43,1.00000000000,ar,rich,moderate
43,1.00000000000,ar,edge,moderate
43,3924.00000000000,ak,rich,moderate
43,295.00000000000,ak,edge,moderate
43,2.00000000000,ag,rich,moderate
43,949.00000000000,ac,rich,moderate
43,70.00000000000,ac,poor,moderate
43,40.00000000000,ac,edge,moderate
43,82.00000000000,ac,crop,moderate
43,1.00000000000,bn,rich,moderate
43,4.00000000000,bn,edge,moderate
43,1.00000000000,cv,edge,moderate
43,1.00000000000,cm,rich,moderate
43,1.00000000000,cf,rich,moderate
43,1.00000000000,cb,rich,moderate
43,2.00000000000,cb,crop,moderate
43,3.00000000000,ca,rich,moderate
43,25.00000000000,cg,rich,moderate
43,3.00000000000,dn,rich,moderate
43,100.00000000000,dl,poor,moderate
43,1.00000000000,dk,poor,moderate
44,1.00000000000,az,edge,moderate
44,3.00000000000,ar,rich,moderate
44,3374.00000000000,ak,rich,moderate
44,192.00000000000,ak,edge,moderate
44,1.00000000000,ag,rich,moderate
44,872.00000000000,ac,rich,moderate
44,75.00000000000,ac,poor,moderate
44,38.00000000000,ac,edge,moderate
44,90.00000000000,ac,crop,moderate
44,1.00000000000,bx,crop,moderate
44,1.00000000000,bn,rich,moderate
44,2.00000000000,bn,edge,moderate
44,1.00000000000,cm,rich,moderate
44,1.00000000000,cf,poor,moderate
44,1.00000000000,cc,poor,moderate
44,2.00000000000,cb,rich,moderate
44,2.00000000000,cb,crop,moderate
44,25.00000000000,cg,rich,moderate
44,1.00000000000,dq,poor,moderate
44,1.00000000000,dp,poor,moderate
44,3.00000000000,dn,rich,moderate
44,1.00000000000,dj,poor,moderate
44,2.00000000000,dc,poor,moderate
44,87.00000000000,dl,poor,moderate
44,2.00000000000,dk,poor,moderate
45,1.00000000000,az,edge,moderate
45,1.00000000000,ar,rich,moderate
45,2.00000000000,ar,edge,moderate
45,2664.00000000000,ak,rich,moderate
45,201.00000000000,ak,edge,moderate
45,1.00000000000,ag,rich,moderate
45,808.00000000000,ac,rich,moderate
45,71.00000000000,ac,poor,moderate
45,33.00000000000,ac,edge,moderate
45,101.00000000000,ac,crop,moderate
45,1.00000000000,bn,edge,moderate
45,2.00000000000,cm,rich,moderate
45,1.00000000000,cf,rich,moderate
45,1.00000000000,cf,poor,moderate
45,1.00000000000,ce,rich,moderate
45,2.00000000000,cc,poor,moderate
45,1.00000000000,cb,rich,moderate
45,3.00000000000,cb,crop,moderate
45,2.00000000000,ca,rich,moderate
45,1.00000000000,ca,crop,moderate
45,22.00000000000,cg,rich,moderate
45,1.00000000000,dn,rich,moderate
45,3.00000000000,dc,poor,moderate
45,92.00000000000,dl,poor,moderate
45,1.00000000000,dk,poor,moderate
46,1.00000000000,az,edge,moderate
46,1.00000000000,av,rich,moderate
46,3.00000000000,ar,rich,moderate
46,1.00000000000,ar,edge,moderate
46,2206.00000000000,ak,rich,moderate
46,145.00000000000,ak,edge,moderate
46,3.00000000000,ag,rich,moderate
46,717.00000000000,ac,rich,moderate
46,82.00000000000,ac,poor,moderate
46,38.00000000000,ac,edge,moderate
46,99.00000000000,ac,crop,moderate
46,1.00000000000,bn,edge,moderate
46,1.00000000000,cv,rich,moderate
46,1.00000000000,cv,edge,moderate
46,2.00000000000,cm,rich,moderate
46,1.00000000000,cc,poor,moderate
46,3.00000000000,cb,rich,moderate
46,1.00000000000,cb,crop,moderate
46,1.00000000000,ca,rich,moderate
46,22.00000000000,cg,rich,moderate
46,1.00000000000,ds,rich,moderate
46,2.00000000000,dn,rich,moderate
46,1.00000000000,db,rich,moderate
46,84.00000000000,dl,poor,moderate
46,1.00000000000,dk,poor,moderate
47,3.00000000000,ar,rich,moderate
47,2.00000000000,ar,edge,moderate
47,1.00000000000,am,rich,moderate
47,1702.00000000000,ak,rich,moderate
47,109.00000000000,ak,edge,moderate
47,1.00000000000,aj,rich,moderate
47,674.00000000000,ac,rich,moderate
47,74.00000000000,ac,poor,moderate
47,46.00000000000,ac,edge,moderate
47,90.00000000000,ac,crop,moderate
47,3.00000000000,bn,edge,moderate
47,1.00000000000,cv,rich,moderate
47,1.00000000000,cm,rich,moderate
47,1.00000000000,cf,poor,moderate
47,1.00000000000,cc,poor,moderate
47,2.00000000000,cb,rich,moderate
47,20.00000000000,cg,rich,moderate
47,1.00000000000,dn,rich,moderate
47,1.00000000000,dj,poor,moderate
47,1.00000000000,dc,poor,moderate
47,76.00000000000,dl,poor,moderate
48,2.00000000000,ar,edge,moderate
48,1365.00000000000,ak,rich,moderate
48,88.00000000000,ak,edge,moderate
48,1.00000000000,ag,rich,moderate
48,605.00000000000,ac,rich,moderate
48,60.00000000000,ac,poor,moderate
48,61.00000000000,ac,edge,moderate
48,96.00000000000,ac,crop,moderate
48,1.00000000000,bx,crop,moderate
48,2.00000000000,bn,edge,moderate
48,2.00000000000,cm,rich,moderate
48,2.00000000000,cf,poor,moderate
48,1.00000000000,cc,poor,moderate
48,2.00000000000,cb,rich,moderate
48,1.00000000000,ca,rich,moderate
48,21.00000000000,cg,rich,moderate
48,4.00000000000,dn,rich,moderate
48,89.00000000000,dl,poor,moderate
48,1.00000000000,dk,poor,moderate
49,1.00000000000,az,edge,moderate
49,1019.00000000000,ak,rich,moderate
49,69.00000000000,ak,edge,moderate
49,1.00000000000,ag,rich,moderate
49,558.00000000000,ac,rich,moderate
49,58.00000000000,ac,poor,moderate
49,81.00000000000,ac,edge,moderate
49,90.00000000000,ac,crop,moderate
49,2.00000000000,bn,edge,moderate
49,1.00000000000,cf,rich,moderate
49,1.00000000000,ce,rich,moderate
49,1.00000000000,cc,poor,moderate
49,1.00000000000,cb,rich,moderate
49,1.00000000000,cb,crop,moderate
49,2.00000000000,ca,rich,moderate
49,24.00000000000,cg,rich,moderate
49,1.00000000000,dn,rich,moderate
49,76.00000000000,dl,poor,moderate
49,1.00000000000,dk,poor,moderate
50,1.00000000000,ar,rich,moderate
50,1.00000000000,ar,edge,moderate
50,1.00000000000,am,rich,moderate
50,732.00000000000,ak,rich,moderate
50,41.00000000000,ak,edge,moderate
50,1.00000000000,ag,rich,moderate
50,525.00000000000,ac,rich,moderate
50,48.00000000000,ac,poor,moderate
50,71.00000000000,ac,edge,moderate
50,84.00000000000,ac,crop,moderate
50,1.00000000000,bp,rich,moderate
50,1.00000000000,bn,edge,moderate
50,1.00000000000,cm,rich,moderate
50,1.00000000000,cf,rich,moderate
50,1.00000000000,cf,poor,moderate
50,2.00000000000,cb,crop,moderate
50,1.00000000000,ca,rich,moderate
50,19.00000000000,cg,rich,moderate
50,1.00000000000,dn,rich,moderate
50,1.00000000000,dc,rich,moderate
50,3.00000000000,dc,poor,moderate
50,75.00000000000,dl,poor,moderate
51,1.00000000000,am,rich,moderate
51,484.00000000000,ak,rich,moderate
51,33.00000000000,ak,edge,moderate
51,1.00000000000,ag,crop,moderate
51,452.00000000000,ac,rich,moderate
51,33.00000000000,ac,poor,moderate
51,60.00000000000,ac,edge,moderate
51,79.00000000000,ac,crop,moderate
51,3.00000000000,bn,edge,moderate
51,1.00000000000,cv,edge,moderate
51,1.00000000000,cm,rich,moderate
51,1.00000000000,cf,rich,moderate
51,3.00000000000,cb,crop,moderate
51,15.00000000000,cg,rich,moderate
51,1.00000000000,dq,rich,moderate
51,1.00000000000,dp,rich,moderate
51,2.00000000000,dn,rich,moderate
51,1.00000000000,dc,poor,moderate
51,71.00000000000,dl,poor,moderate
52,1.00000000000,ar,rich,moderate
52,2.00000000000,am,rich,moderate
52,302.00000000000,ak,rich,moderate
52,32.00000000000,ak,edge,moderate
52,1.00000000000,ag,crop,moderate
52,413.00000000000,ac,rich,moderate
52,20.00000000000,ac,poor,moderate
52,69.00000000000,ac,edge,moderate
52,76.00000000000,ac,crop,moderate
52,1.00000000000,cl,edge,moderate
52,1.00000000000,cf,poor,moderate
52,1.00000000000,cb,rich,moderate
52,1.00000000000,cb,crop,moderate
52,16.00000000000,cg,rich,moderate
52,1.00000000000,dn,rich,moderate
52,1.00000000000,dc,rich,moderate
52,1.00000000000,dc,poor,moderate
52,63.00000000000,dl,poor,moderate
52,2.00000000000,dk,poor,moderate
53,1.00000000000,az,edge,moderate
53,1.00000000000,ar,rich,moderate
53,1.00000000000,am,rich,moderate
53,156.00000000000,ak,rich,moderate
53,21.00000000000,ak,edge,moderate
53,383.00000000000,ac,rich,moderate
53,2.00000000000,ac,poor,moderate
53,83.00000000000,ac,edge,moderate
53,64.00000000000,ac,crop,moderate
53,1.00000000000,bn,edge,moderate
53,1.00000000000,cv,rich,moderate
53,1.00000000000,cf,rich,moderate
53,2.00000000000,cb,crop,moderate
53,16.00000000000,cg,rich,moderate
53,2.00000000000,dn,rich,moderate
53,59.00000000000,dl,poor,moderate
54,1.00000000000,ar,edge,moderate
54,88.00000000000,ak,rich,moderate
54,19.00000000000,ak,edge,moderate
54,1.00000000000,ag,rich,moderate
54,338.00000000000,ac,rich,moderate
54,97.00000000000,ac,edge,moderate
54,61.00000000000,ac,crop,moderate
54,1.00000000000,bn,edge,moderate
54,1.00000000000,bl,edge,moderate
54,1.00000000000,cv,rich,moderate
54,1.00000000000,cc,poor,moderate
54,1.00000000000,cb,rich,moderate
54,18.00000000000,cg,rich,moderate
54,1.00000000000,dq,edge,moderate
54,1.00000000000,dp,edge,moderate
54,1.00000000000,dj,poor,moderate
54,1.00000000000,dc,rich,moderate
54,1.00000000000,dc,poor,moderate
54,55.00000000000,dl,poor,moderate
55,1.00000000000,ar,rich,moderate
55,2.00000000000,ar,edge,moderate
55,1.00000000000,am,rich,moderate
55,65.00000000000,ak,rich,moderate
55,2.00000000000,ak,edge,moderate
55,286.00000000000,ac,rich,moderate
55,84.00000000000,ac,edge,moderate
55,59.00000000000,ac,crop,moderate
55,1.00000000000,bs,edge,moderate
55,1.00000000000,bn,edge,moderate
55,1.00000000000,cm,edge,moderate
55,2.00000000000,cf,poor,moderate
55,1.00000000000,cc,poor,moderate
55,2.00000000000,cb,rich,moderate
55,1.00000000000,ca,rich,moderate
55,1.00000000000,ca,crop,moderate
55,13.00000000000,cg,rich,moderate
55,1.00000000000,dn,rich,moderate
55,55.00000000000,dl,poor,moderate
55,1.00000000000,dk,poor,moderate
56,1.00000000000,az,edge,moderate
56,1.00000000000,aw,rich,moderate
56,1.00000000000,av,rich,moderate
56,51.00000000000,ak,rich,moderate
56,230.00000000000,ac,rich,moderate
56,79.00000000000,ac,edge,moderate
56,52.00000000000,ac,crop,moderate
56,1.00000000000,bp,rich,moderate
56,2.00000000000,bn,edge,moderate
56,1.00000000000,cv,rich,moderate
56,1.00000000000,cm,rich,moderate
56,1.00000000000,cf,rich,moderate
56,2.00000000000,cb,crop,moderate
56,11.00000000000,cg,rich,moderate
56,1.00000000000,dn,rich,moderate
56,51.00000000000,dl,poor,moderate
57,1.00000000000,ar,rich,moderate
57,2.00000000000,am,rich,moderate
57,32.00000000000,ak,rich,moderate
57,204.00000000000,ac,rich,moderate
57,84.00000000000,ac,edge,moderate
57,44.00000000000,ac,crop,moderate
57,2.00000000000,bs,edge,moderate
57,2.00000000000,bn,edge,moderate
57,1.00000000000,cb,rich,moderate
57,1.00000000000,cb,crop,moderate
57,11.00000000000,cg,rich,moderate
57,2.00000000000,dr,poor,moderate
57,2.00000000000,dn,rich,moderate
57,50.00000000000,dl,poor,moderate
58,1.00000000000,az,edge,moderate
58,26.00000000000,ak,rich,moderate
58,183.00000000000,ac,rich,moderate
58,70.00000000000,ac,edge,moderate
58,38.00000000000,ac,crop,moderate
58,1.00000000000,bs,rich,moderate
58,1.00000000000,bn,edge,moderate
58,2.00000000000,cv,rich,moderate
58,1.00000000000,cm,rich,moderate
58,3.00000000000,cf,rich,moderate
58,2.00000000000,cb,crop,moderate
58,12.00000000000,cg,rich,moderate
58,1.00000000000,dn,rich,moderate
58,3.00000000000,dc,poor,moderate
58,50.00000000000,dl,poor,moderate
58,2.00000000000,dk,poor,moderate
59,1.00000000000,ar,rich,moderate
59,20.00000000000,ak,rich,moderate
59,150.00000000000,ac,rich,moderate
59,61.00000000000,ac,edge,moderate
59,37.00000000000,ac,crop,moderate
59,1.00000000000,bn,edge,moderate
59,1.00000000000,cv,rich,moderate
59,1.00000000000,cv,edge,moderate
59,1.00000000000,cf,rich,moderate
59,1.00000000000,ce,rich,moderate
59,1.00000000000,cc,poor,moderate
59,1.00000000000,cb,rich,moderate
59,1.00000000000,cb,crop,moderate
59,14.00000000000,cg,rich,moderate
59,1.00000000000,dq,edge,moderate
59,1.00000000000,dp,edge,moderate
59,2.00000000000,dn,rich,moderate
59,1.00000000000,dc,poor,moderate
59,51.00000000000,dl,poor,moderate
60,1.00000000000,ar,rich,moderate
60,2.00000000000,ar,edge,moderate
60,12.00000000000,ak,rich,moderate
60,1.00000000000,ag,rich,moderate
60,116.00000000000,ac,rich,moderate
60,59.00000000000,ac,edge,moderate
60,25.00000000000,ac,crop,moderate
60,1.00000000000,bx,rich,moderate
60,1.00000000000,bn,edge,moderate
60,1.00000000000,cv,rich,moderate
60,1.00000000000,cc,poor,moderate
60,1.00000000000,cb,rich,moderate
60,1.00000000000,ca,rich,moderate
60,1.00000000000,ca,edge,moderate
60,1.00000000000,ca,crop,moderate
60,12.00000000000,cg,rich,moderate
60,39.00000000000,dl,poor,moderate
61,1.00000000000,az,edge,moderate
61,10.00000000000,ak,rich,moderate
61,1.00000000000,ag,rich,moderate
61,87.00000000000,ac,rich,moderate
61,51.00000000000,ac,edge,moderate
61,28.00000000000,ac,crop,moderate
61,1.00000000000,bn,edge,moderate
61,1.00000000000,cf,rich,moderate
61,1.00000000000,cb,crop,moderate
61,13.00000000000,cg,rich,moderate
61,2.00000000000,dn,rich,moderate
61,2.00000000000,dc,rich,moderate
61,1.00000000000,dc,poor,moderate
61,1.00000000000,db,rich,moderate
61,44.00000000000,dl,poor,moderate
62,1.00000000000,ar,edge,moderate
62,11.00000000000,ak,rich,moderate
62,1.00000000000,ag,rich,moderate
62,67.00000000000,ac,rich,moderate
62,50.00000000000,ac,edge,moderate
62,10.00000000000,ac,crop,moderate
62,1.00000000000,cm,rich,moderate
62,1.00000000000,cf,rich,moderate
62,1.00000000000,cf,poor,moderate
62,1.00000000000,cb,rich,moderate
62,13.00000000000,cg,rich,moderate
62,1.00000000000,dc,poor,moderate
62,1.00000000000,db,rich,moderate
62,1.00000000000,db,poor,moderate
62,44.00000000000,dl,poor,moderate
63,1.00000000000,az,edge,moderate
63,1.00000000000,am,poor,moderate
63,6.00000000000,ak,rich,moderate
63,2.00000000000,ag,rich,moderate
63,46.00000000000,ac,rich,moderate
63,36.00000000000,ac,edge,moderate
63,17.00000000000,ac,crop,moderate
63,1.00000000000,bs,edge,moderate
63,2.00000000000,bn,edge,moderate
63,1.00000000000,cv,rich,moderate
63,1.00000000000,cb,rich,moderate
63,1.00000000000,cb,crop,moderate
63,1.00000000000,ca,rich,moderate
63,1.00000000000,ca,crop,moderate
63,13.00000000000,cg,rich,moderate
63,1.00000000000,dn,rich,moderate
63,1.00000000000,dj,poor,moderate
63,38.00000000000,dl,poor,moderate
63,1.00000000000,dk,poor,moderate
64,1.00000000000,ar,rich,moderate
64,11.00000000000,ak,rich,moderate
64,2.00000000000,ag,rich,moderate
64,35.00000000000,ac,rich,moderate
64,35.00000000000,ac,edge,moderate
64,15.00000000000,ac,crop,moderate
64,2.00000000000,bn,edge,moderate
64,1.00000000000,cm,rich,moderate
64,11.00000000000,cg,rich,moderate
64,1.00000000000,dq,rich,moderate
64,1.00000000000,dp,rich,moderate
64,1.00000000000,dn,rich,moderate
64,49.00000000000,dl,poor,moderate
64,1.00000000000,dk,poor,moderate
65,7.00000000000,ak,rich,moderate
65,36.00000000000,ac,rich,moderate
65,20.00000000000,ac,edge,moderate
65,6.00000000000,ac,crop,moderate
65,1.00000000000,cv,edge,moderate
65,1.00000000000,cf,rich,moderate
65,2.00000000000,cb,crop,moderate
65,8.00000000000,cg,rich,moderate
65,1.00000000000,dc,rich,moderate
65,31.00000000000,dl,poor,moderate
66,1.00000000000,ar,edge,moderate
66,6.00000000000,ak,rich,moderate
66,20.00000000000,ac,rich,moderate
66,19.00000000000,ac,edge,moderate
66,7.00000000000,ac,crop,moderate
66,2.00000000000,bn,edge,moderate
66,1.00000000000,cc,poor,moderate
66,1.00000000000,cb,rich,moderate
66,11.00000000000,cg,rich,moderate
66,1.00000000000,dq,rich,moderate
66,1.00000000000,dp,rich,moderate
66,2.00000000000,dc,poor,moderate
66,33.00000000000,dl,poor,moderate
67,2.00000000000,ar,rich,high
67,1.00000000000,ar,edge,high
67,3.00000000000,ak,rich,high
67,1.00000000000,ae,crop,high
67,11.00000000000,ac,rich,high
67,5.00000000000,ac,edge,high
67,3.00000000000,ac,crop,high
67,1.00000000000,bt,rich,high
67,1.00000000000,bn,edge,high
67,1.00000000000,cc,poor,high
67,2.00000000000,ca,rich,high
67,10.00000000000,cg,rich,high
67,2.00000000000,dn,rich,high
67,1.00000000000,dj,poor,high
67,38.00000000000,dl,poor,high
67,1.00000000000,dk,poor,high
68,5.00000000000,ak,rich,high
68,10.00000000000,ac,rich,high
68,8.00000000000,ac,edge,high
68,3.00000000000,ac,crop,high
68,1.00000000000,cm,rich,high
68,2.00000000000,cf,poor,high
68,1.00000000000,cb,crop,high
68,1.00000000000,ca,rich,high
68,10.00000000000,cg,rich,high
68,1.00000000000,dq,rich,high
68,1.00000000000,dp,rich,high
68,1.00000000000,dn,rich,high
68,1.00000000000,dj,poor,high
68,31.00000000000,dl,poor,high
69,1.00000000000,av,rich,high
69,1.00000000000,ar,rich,high
69,1.00000000000,am,rich,high
69,3.00000000000,ak,rich,high
69,1.00000000000,ac,rich,high
69,1.00000000000,ac,edge,high
69,1.00000000000,ac,crop,high
69,1.00000000000,bn,edge,high
69,2.00000000000,cm,rich,high
69,1.00000000000,cb,rich,high
69,1.00000000000,ca,rich,high
69,10.00000000000,cg,rich,high
69,1.00000000000,dj,poor,high
69,1.00000000000,dc,poor,high
69,25.00000000000,dl,poor,high
70,1.00000000000,as,rich,high
70,3.00000000000,ak,rich,high
70,1.00000000000,ac,rich,high
70,1.00000000000,ac,edge,high
70,1.00000000000,bn,edge,high
70,1.00000000000,cm,rich,high
70,1.00000000000,cb,crop,high
70,9.00000000000,cg,rich,high
70,1.00000000000,dn,rich,high
70,33.00000000000,dl,poor,high
71,1.00000000000,az,edge,high
71,3.00000000000,ak,rich,high
71,1.00000000000,ag,rich,high
71,1.00000000000,bn,edge,high
71,1.00000000000,cf,rich,high
71,6.00000000000,cg,rich,high
71,1.00000000000,dn,rich,high
71,1.00000000000,dc,poor,high
71,28.00000000000,dl,poor,high
72,3.00000000000,ak,rich,high
72,1.00000000000,bn,rich,high
72,1.00000000000,cm,rich,high
72,1.00000000000,ce,rich,high
72,1.00000000000,cb,crop,high
72,1.00000000000,ca,rich,high
72,10.00000000000,cg,rich,high
72,1.00000000000,dq,rich,high
72,1.00000000000,dp,rich,high
72,1.00000000000,dn,rich,high
72,29.00000000000,dl,poor,high
73,2.00000000000,ak,rich,high
73,1.00000000000,ac,rich,high
73,1.00000000000,cf,rich,high
73,1.00000000000,cb,crop,high
73,7.00000000000,cg,rich,high
73,1.00000000000,dq,rich,high
73,1.00000000000,dp,rich,high
73,1.00000000000,dc,rich,high
73,1.00000000000,dc,poor,high
73,26.00000000000,dl,poor,high
74,2.00000000000,ak,rich,high
74,10.00000000000,cg,rich,high
74,1.00000000000,dq,rich,high
74,1.00000000000,dp,rich,high
74,33.00000000000,dl,poor,high
75,1.00000000000,av,rich,high
75,1.00000000000,ar,rich,high
75,1.00000000000,ar,edge,high
75,3.00000000000,ak,rich,high
75,1.00000000000,cb,crop,high
75,1.00000000000,ca,rich,high
75,4.00000000000,cg,rich,high
75,1.00000000000,dn,rich,high
75,22.00000000000,dl,poor,high
76,1.00000000000,az,edge,high
76,3.00000000000,ak,rich,high
76,1.00000000000,cf,poor,high
76,8.00000000000,cg,rich,high
76,1.00000000000,dc,poor,high
76,25.00000000000,dl,poor,high
76,1.00000000000,dk,poor,high
77,1.00000000000,ar,rich,high
77,1.00000000000,ar,edge,high
77,1.00000000000,ak,rich,high
77,1.00000000000,ag,rich,high
77,1.00000000000,bn,edge,high
77,1.00000000000,bm,edge,high
77,1.00000000000,cv,edge,high
77,9.00000000000,cg,rich,high
77,1.00000000000,dn,rich,high
77,1.00000000000,dc,poor,high
77,21.00000000000,dl,poor,high
78,1.00000000000,av,rich,high
78,1.00000000000,ar,edge,high
78,1.00000000000,am,rich,high
78,2.00000000000,ak,rich,high
78,1.00000000000,bn,edge,high
78,1.00000000000,cm,rich,high
78,1.00000000000,cc,poor,high
78,1.00000000000,cb,rich,high
78,1.00000000000,ca,crop,high
78,11.00000000000,cg,rich,high
78,1.00000000000,dc,poor,high
78,17.00000000000,dl,poor,high
79,4.00000000000,ak,rich,high
79,1.00000000000,bn,edge,high
79,6.00000000000,cg,rich,high
79,1.00000000000,dn,rich,high
79,1.00000000000,db,poor,high
79,25.00000000000,dl,poor,high
79,1.00000000000,dk,poor,high
80,1.00000000000,ar,rich,high
80,1.00000000000,ak,rich,high
80,7.00000000000,cg,rich,high
80,19.00000000000,dl,poor,high
81,1.00000000000,ak,rich,high
81,4.00000000000,cg,rich,high
81,24.00000000000,dl,poor,high
82,2.00000000000,ak,rich,high
82,1.00000000000,cc,poor,high
82,2.00000000000,cb,crop,high
82,2.00000000000,ca,rich,high
82,10.00000000000,cg,rich,high
82,15.00000000000,dl,poor,high
83,2.00000000000,ak,rich,high
83,1.00000000000,cb,crop,high
83,4.00000000000,cg,rich,high
83,1.00000000000,dq,rich,high
83,1.00000000000,dp,rich,high
83,1.00000000000,dn,rich,high
83,17.00000000000,dl,poor,high
84,3.00000000000,ak,rich,high
84,1.00000000000,bs,edge,high
84,3.00000000000,cg,rich,high
84,15.00000000000,dl,poor,high
85,2.00000000000,ak,rich,high
85,1.00000000000,cf,rich,high
85,1.00000000000,cc,poor,high
85,1.00000000000,cb,crop,high
85,4.00000000000,cg,rich,high
85,15.00000000000,dl,poor,high
86,1.00000000000,ar,edge,high
86,1.00000000000,am,rich,high
86,1.00000000000,ak,rich,high
86,1.00000000000,bn,edge,high
86,1.00000000000,cf,poor,high
86,1.00000000000,cd,poor,high
86,7.00000000000,cg,rich,high
86,1.00000000000,dj,poor,high
86,16.00000000000,dl,poor,high
87,1.00000000000,ak,rich,high
87,1.00000000000,ag,rich,high
87,1.00000000000,bs,edge,high
87,1.00000000000,ca,rich,high
87,6.00000000000,cg,rich,high
87,14.00000000000,dl,poor,high
88,1.00000000000,bn,edge,high
88,1.00000000000,cb,crop,high
88,5.00000000000,cg,rich,high
88,1.00000000000,dn,rich,high
88,13.00000000000,dl,poor,high
88,1.00000000000,dk,poor,high
89,1.00000000000,bs,rich,high
89,3.00000000000,cg,rich,high
89,12.00000000000,dl,poor,high
90,1.00000000000,ak,rich,high
90,1.00000000000,bn,edge,high
90,1.00000000000,cb,rich,high
90,5.00000000000,cg,rich,high
90,1.00000000000,dc,poor,high
90,8.00000000000,dl,poor,high
91,1.00000000000,ak,rich,high
91,1.00000000000,cf,rich,high
91,2.00000000000,cg,rich,high
91,8.00000000000,dl,poor,high
92,1.00000000000,bn,edge,high
92,6.00000000000,cg,rich,high
92,6.00000000000,dl,poor,high
93,1.00000000000,ak,rich,high
93,1.00000000000,cm,rich,high
93,7.00000000000,cg,rich,high
93,4.00000000000,dl,poor,high
94,1.00000000000,cf,poor,high
94,1.00000000000,cc,poor,high
94,1.00000000000,cb,crop,high
94,3.00000000000,cg,rich,high
95,1.00000000000,ar,rich,high
95,1.00000000000,ak,rich,high
95,4.00000000000,cg,rich,high
95,2.00000000000,dl,poor,high
96,1.00000000000,ak,rich,high
97,2.00000000000,cg,rich,high
