"","Date","Time","Channel","BPM","Antenna","Power","Latitude","Longitude","Tower","M_ID"
"347","7/22/2019","15:07:45",89,37.5,2,73,42.9206717,-92.6844483,"T3","97"
"348","7/22/2019","15:07:46",89,37.5,2,75,42.9206717,-92.6844483,"T3","97"
"349","7/22/2019","15:09:02",89,37.6,3,60,42.9206717,-92.6844483,"T3","97"
"350","7/22/2019","15:10:09",89,37.9,2,69,42.92067,-92.6844467,"T3","97"
"351","7/22/2019","15:10:10",89,37.9,2,67,42.92067,-92.6844467,"T3","97"
"352","7/22/2019","15:27:19",89,37.3,2,63,42.9206617,-92.6844417,"T3","98"
"353","7/22/2019","15:27:21",89,37.4,2,62,42.9206617,-92.6844417,"T3","98"
"505","7/22/2019","15:08:17",89,37.5,1,74,42.9187083,-92.6844517,"T6","97"
"506","7/22/2019","15:08:18",89,37.5,1,72,42.9187083,-92.6844517,"T6","97"
"507","7/22/2019","15:08:20",89,37.5,1,72,42.9187083,-92.6844517,"T6","97"
"508","7/22/2019","15:08:41",89,37.6,1,84,42.9187083,-92.6844517,"T6","97"
"509","7/22/2019","15:08:42",89,37.6,1,84,42.9187083,-92.6844517,"T6","97"
"510","7/22/2019","15:08:44",89,37.6,1,85,42.9187083,-92.6844517,"T6","97"
"511","7/22/2019","15:09:05",89,37.6,1,82,42.9187083,-92.6844517,"T6","97"
"512","7/22/2019","15:09:06",89,37.6,1,79,42.9187083,-92.6844517,"T6","97"
"513","7/22/2019","15:09:08",89,37.7,1,85,42.9187083,-92.6844517,"T6","97"
"514","7/22/2019","15:27:22",89,37.4,1,83,42.918705,-92.6844433,"T6","98"
"515","7/22/2019","15:27:24",89,37.4,1,70,42.918705,-92.6844433,"T6","98"
"516","7/22/2019","15:27:48",89,37.4,1,66,42.918705,-92.6844417,"T6","98"
"517","7/22/2019","15:27:50",89,37.3,1,66,42.918705,-92.6844417,"T6","98"
"518","7/22/2019","15:28:11",89,37.3,1,69,42.918705,-92.6844417,"T6","98"
"519","7/22/2019","15:28:12",89,37.3,1,67,42.918705,-92.6844417,"T6","98"
"520","7/22/2019","15:28:35",89,37.5,1,71,42.918705,-92.6844417,"T6","98"
"521","7/22/2019","15:28:36",89,37.5,1,71,42.918705,-92.6844417,"T6","98"
"522","7/22/2019","15:31:23",89,38,1,67,42.9187067,-92.6844383,"T6","98"
"523","7/22/2019","15:31:25",89,37.8,1,66,42.9187067,-92.6844383,"T6","98"
"524","7/22/2019","15:31:46",89,37.9,1,63,42.918705,-92.6844383,"T6","98"
"525","7/22/2019","15:31:47",89,38,1,65,42.9187067,-92.6844383,"T6","98"
"526","7/22/2019","15:31:49",89,38,1,65,42.918705,-92.6844383,"T6","98"
"527","7/22/2019","15:32:11",89,38.2,1,65,42.918705,-92.6844367,"T6","98"
"528","7/22/2019","15:32:12",89,38.1,1,66,42.918705,-92.6844367,"T6","98"
"529","7/22/2019","15:32:34",89,38.1,1,67,42.918705,-92.6844367,"T6","98"
"530","7/22/2019","15:32:36",89,38.1,1,66,42.918705,-92.6844367,"T6","98"
"531","7/22/2019","15:32:38",89,38.1,1,66,42.918705,-92.6844367,"T6","98"
"532","7/22/2019","15:33:00",89,38,1,67,42.9187067,-92.6844367,"T6","98"
"533","7/22/2019","15:33:01",89,38,1,66,42.9187067,-92.6844367,"T6","98"
"534","7/22/2019","15:33:45",89,38.1,1,68,42.918705,-92.6844367,"T6","98"
"535","7/22/2019","15:33:47",89,38.1,1,69,42.918705,-92.6844367,"T6","98"
"536","7/22/2019","15:33:49",89,38.1,1,68,42.918705,-92.6844367,"T6","98"
"537","7/22/2019","15:34:11",89,38,1,68,42.918705,-92.6844367,"T6","98"
"538","7/22/2019","15:34:12",89,38,1,67,42.918705,-92.6844367,"T6","98"
"539","7/22/2019","15:34:34",89,37.8,1,68,42.918705,-92.6844367,"T6","98"
"540","7/22/2019","15:34:36",89,37.8,1,68,42.918705,-92.6844367,"T6","98"
"541","7/22/2019","15:34:38",89,37.8,1,68,42.918705,-92.6844367,"T6","98"
"542","7/22/2019","15:34:58",89,37.8,1,66,42.918705,-92.6844367,"T6","98"
"543","7/22/2019","15:35:00",89,37.7,1,66,42.918705,-92.6844367,"T6","98"
"544","7/22/2019","15:35:01",89,37.8,1,67,42.918705,-92.6844367,"T6","98"
"545","7/22/2019","15:35:22",89,37.6,1,68,42.918705,-92.6844367,"T6","98"
"546","7/22/2019","15:35:24",89,37.6,1,67,42.918705,-92.6844367,"T6","98"
"547","7/22/2019","15:35:25",89,37.6,1,66,42.918705,-92.6844367,"T6","98"
"548","7/22/2019","15:35:46",89,37.3,1,67,42.918705,-92.684435,"T6","98"
"549","7/22/2019","15:35:48",89,37.3,1,68,42.918705,-92.684435,"T6","98"
"550","7/22/2019","15:35:49",89,37.4,1,68,42.918705,-92.684435,"T6","98"
"551","7/22/2019","15:36:10",89,37.2,1,66,42.918705,-92.684435,"T6","98"
"552","7/22/2019","15:36:12",89,37.2,1,66,42.918705,-92.684435,"T6","98"
"553","7/22/2019","15:36:13",89,37.2,1,66,42.918705,-92.684435,"T6","98"
"554","7/22/2019","15:36:36",89,37.2,1,67,42.918705,-92.684435,"T6","98"
"555","7/22/2019","15:36:59",89,37.2,1,69,42.918705,-92.684435,"T6","98"
"556","7/22/2019","15:37:00",89,37.2,1,69,42.918705,-92.684435,"T6","98"
"557","7/22/2019","15:37:21",89,37.2,1,65,42.918705,-92.684435,"T6","98"
"558","7/22/2019","15:37:23",89,37.1,1,66,42.918705,-92.684435,"T6","98"
"559","7/22/2019","15:37:25",89,37.2,1,73,42.918705,-92.684435,"T6","98"
"560","7/22/2019","15:37:46",89,37.1,1,72,42.918705,-92.684435,"T6","98"
"561","7/22/2019","15:37:47",89,37.1,1,71,42.918705,-92.684435,"T6","98"
"562","7/22/2019","15:37:49",89,37.1,1,71,42.918705,-92.684435,"T6","98"
"563","7/22/2019","15:38:10",89,37.1,1,69,42.918705,-92.6844333,"T6","98"
"564","7/22/2019","15:38:11",89,37.1,1,69,42.918705,-92.6844333,"T6","98"
"565","7/22/2019","15:38:13",89,37.1,1,70,42.918705,-92.6844333,"T6","98"
"566","7/22/2019","15:38:34",89,37.2,1,67,42.918705,-92.6844333,"T6","98"
"567","7/22/2019","15:38:36",89,37.2,1,66,42.918705,-92.6844333,"T6","98"
"568","7/22/2019","15:38:37",89,37.2,1,68,42.918705,-92.6844333,"T6","98"
"569","7/22/2019","15:38:58",89,37.4,1,66,42.918705,-92.6844333,"T6","98"
"570","7/22/2019","15:39:00",89,37.4,1,66,42.918705,-92.6844333,"T6","98"
"571","7/22/2019","15:39:01",89,37.4,1,66,42.918705,-92.6844333,"T6","98"
"572","7/22/2019","15:39:22",89,37.4,1,66,42.918705,-92.6844333,"T6","98"
"573","7/22/2019","15:39:24",89,37.4,1,67,42.918705,-92.6844333,"T6","98"
"574","7/22/2019","15:39:25",89,37.4,1,66,42.918705,-92.6844333,"T6","98"
"575","7/22/2019","15:39:46",89,37.5,1,67,42.918705,-92.6844333,"T6","98"
"576","7/22/2019","15:39:48",89,37.5,1,66,42.918705,-92.6844333,"T6","98"
"577","7/22/2019","15:39:50",89,37.5,1,66,42.918705,-92.6844333,"T6","98"
"578","7/22/2019","15:40:10",89,37.6,1,68,42.918705,-92.6844333,"T6","98"
"579","7/22/2019","15:40:12",89,37.6,1,67,42.918705,-92.6844333,"T6","98"
"580","7/22/2019","15:40:13",89,37.6,1,67,42.918705,-92.6844333,"T6","98"
"581","7/22/2019","15:40:34",89,37.8,1,66,42.918705,-92.6844317,"T6","98"
"582","7/22/2019","15:40:36",89,37.8,1,64,42.918705,-92.6844317,"T6","98"
"583","7/22/2019","15:40:37",89,37.8,1,68,42.918705,-92.6844317,"T6","98"
"584","7/22/2019","15:40:58",89,37.8,1,66,42.918705,-92.6844317,"T6","98"
"585","7/22/2019","15:41:00",89,37.8,1,65,42.918705,-92.6844317,"T6","98"
"586","7/22/2019","15:41:01",89,37.8,1,66,42.918705,-92.6844317,"T6","98"
"587","7/22/2019","15:41:22",89,37.9,1,65,42.918705,-92.6844317,"T6","98"
"588","7/22/2019","15:41:23",89,37.9,1,65,42.918705,-92.6844317,"T6","98"
"589","7/22/2019","15:41:25",89,37.9,1,65,42.918705,-92.6844317,"T6","98"
