"","X","Date","Time","Channel","BPM","Antenna","Power","Tower","L_ID","L_Lat","L_Long","L_N","L_E","T_Lat","T_Long","T_N","T_E","CalcAzimuth","EstAzimuth"
"5",5,"7/8/2019","15:45:52",87,36.9,3,67,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,100
"6",6,"7/8/2019","15:45:56",87,36.8,4,59,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"7",7,"7/8/2019","15:45:57",87,36.8,4,58,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"8",8,"7/8/2019","15:46:13",87,36.8,3,59,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,100
"9",9,"7/8/2019","15:46:18",87,36.9,4,58,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"10",10,"7/8/2019","15:46:36",87,36.8,3,67,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,100
"11",11,"7/8/2019","15:46:38",87,36.8,3,63,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,100
"12",12,"7/8/2019","15:46:39",87,36.8,3,64,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,100
"13",13,"7/8/2019","15:46:43",87,37,4,60,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"14",14,"7/8/2019","15:46:44",87,36.8,4,56,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"15",15,"7/8/2019","15:47:01",87,36.9,3,63,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,100
"16",16,"7/8/2019","15:47:02",87,36.9,3,62,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,100
"17",17,"7/8/2019","15:47:04",87,36.8,3,59,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,100
"18",18,"7/8/2019","15:47:07",87,37,4,59,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"19",19,"7/8/2019","15:47:09",87,36.9,4,59,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"21",21,"7/8/2019","15:47:30",87,36.9,4,58,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"22",22,"7/8/2019","15:47:32",87,36.9,4,60,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"23",23,"7/8/2019","15:47:33",87,36.9,4,58,"T1","C1",42.92071674,-92.68719793,4752058.042,525528.747,42.92060542,-92.69025374,4752044.757,525279.398,87.1510634335878,36
"149",149,"7/8/2019","15:57:30",87,37.3,4,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"150",150,"7/8/2019","15:57:32",87,37.3,4,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"151",151,"7/8/2019","15:57:33",87,37.3,4,70,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"152",152,"7/8/2019","15:57:36",87,37.3,1,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"153",153,"7/8/2019","15:57:38",87,37.3,1,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"154",154,"7/8/2019","15:57:40",87,37.3,1,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"155",155,"7/8/2019","15:57:43",87,37.3,2,62,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"156",156,"7/8/2019","15:57:44",87,37.3,2,61,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"157",157,"7/8/2019","15:57:46",87,37.3,2,62,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"158",158,"7/8/2019","15:57:49",87,37.3,3,70,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"159",159,"7/8/2019","15:57:51",87,37.3,3,71,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"160",160,"7/8/2019","15:57:54",87,37.3,4,71,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"161",161,"7/8/2019","15:57:56",87,37.3,4,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"162",162,"7/8/2019","15:57:57",87,37.3,4,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"163",163,"7/8/2019","15:58:01",87,37.2,1,62,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"164",164,"7/8/2019","15:58:02",87,37.3,1,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"165",165,"7/8/2019","15:58:04",87,37.2,1,62,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"166",166,"7/8/2019","15:58:07",87,37.3,2,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"167",167,"7/8/2019","15:58:09",87,37.2,2,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"168",168,"7/8/2019","15:58:12",87,37.2,3,71,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"169",169,"7/8/2019","15:58:13",87,37.2,3,71,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"170",170,"7/8/2019","15:58:15",87,37.2,3,70,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"171",171,"7/8/2019","15:58:18",87,37.2,4,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"172",172,"7/8/2019","15:58:20",87,37.2,4,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"173",173,"7/8/2019","15:58:22",87,37.2,4,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"174",174,"7/8/2019","15:58:25",87,37.2,1,62,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"175",175,"7/8/2019","15:58:26",87,37.2,1,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"176",176,"7/8/2019","15:58:28",87,37.2,1,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"177",177,"7/8/2019","15:58:31",87,37.2,2,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"178",178,"7/8/2019","15:58:33",87,37.2,2,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"179",179,"7/8/2019","15:58:36",87,37.2,3,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"180",180,"7/8/2019","15:58:38",87,37.2,3,73,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"181",181,"7/8/2019","15:58:39",87,37.2,3,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"182",182,"7/8/2019","15:58:42",87,37.2,4,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"183",183,"7/8/2019","15:58:44",87,37.2,4,73,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"184",184,"7/8/2019","15:58:46",87,37.2,4,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"185",185,"7/8/2019","15:58:49",87,37.2,1,64,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"186",186,"7/8/2019","15:58:51",87,37.2,1,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"187",187,"7/8/2019","15:58:54",87,37.2,2,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"188",188,"7/8/2019","15:58:55",87,37.2,2,64,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"189",189,"7/8/2019","15:58:57",87,37.2,2,63,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"190",190,"7/8/2019","15:59:00",87,37.2,3,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"191",191,"7/8/2019","15:59:02",87,37.2,3,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"192",192,"7/8/2019","15:59:03",87,37.2,3,71,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"193",193,"7/8/2019","15:59:07",87,37.2,4,68,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"194",194,"7/8/2019","15:59:08",87,37.2,4,65,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"195",195,"7/8/2019","15:59:10",87,37.3,4,70,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,36
"196",196,"7/8/2019","15:59:13",87,37.3,1,62,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"197",197,"7/8/2019","15:59:15",87,37.2,1,62,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,210
"198",198,"7/8/2019","15:59:18",87,37.3,2,64,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"199",199,"7/8/2019","15:59:20",87,37.2,2,62,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"200",200,"7/8/2019","15:59:21",87,37.3,2,61,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,155
"201",201,"7/8/2019","15:59:24",87,37.3,3,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"202",202,"7/8/2019","15:59:26",87,37.3,3,71,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"203",203,"7/8/2019","15:59:28",87,37.3,3,72,"T1","C2",42.91969544,-92.68799101,4751944.389,525464.442,42.92060542,-92.69025374,4752044.757,525279.398,118.773567907106,100
"252",252,"7/8/2019","16:10:51",87,37.3,4,60,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"254",254,"7/8/2019","16:11:12",87,37.3,4,58,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"255",255,"7/8/2019","16:11:13",87,37.3,4,57,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"256",256,"7/8/2019","16:11:15",87,37.3,4,57,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"257",257,"7/8/2019","16:11:36",87,37.3,4,61,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"258",258,"7/8/2019","16:11:38",87,37.3,4,60,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"259",259,"7/8/2019","16:11:39",87,37.3,4,60,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"260",260,"7/8/2019","16:12:00",87,37.2,4,62,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"261",261,"7/8/2019","16:12:02",87,37.3,4,63,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"262",262,"7/8/2019","16:12:03",87,37.2,4,60,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"263",263,"7/8/2019","16:12:31",87,37.3,4,60,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"264",264,"7/8/2019","16:12:32",87,37.2,4,59,"T1","C3",42.9197041,-92.6885695,4751945.176,525417.225,42.92060542,-92.69025374,4752044.757,525279.398,126.15784626866,36
"303",303,"7/8/2019","16:27:34",87,36.9,1,54,"T1","C7",42.91909653,-92.68943162,4751877.447,525347.113,42.92060542,-92.69025374,4752044.757,525279.398,158.24781460189,210
"304",304,"7/8/2019","16:27:35",87,36.9,1,56,"T1","C7",42.91909653,-92.68943162,4751877.447,525347.113,42.92060542,-92.69025374,4752044.757,525279.398,158.24781460189,210
"305",305,"7/8/2019","16:27:56",87,36.8,1,54,"T1","C7",42.91909653,-92.68943162,4751877.447,525347.113,42.92060542,-92.69025374,4752044.757,525279.398,158.24781460189,210
"306",306,"7/8/2019","16:27:58",87,36.9,1,58,"T1","C7",42.91909653,-92.68943162,4751877.447,525347.113,42.92060542,-92.69025374,4752044.757,525279.398,158.24781460189,210
"307",307,"7/8/2019","16:28:00",87,36.8,1,56,"T1","C7",42.91909653,-92.68943162,4751877.447,525347.113,42.92060542,-92.69025374,4752044.757,525279.398,158.24781460189,210
"308",308,"7/8/2019","16:28:24",87,36.9,1,56,"T1","C7",42.91909653,-92.68943162,4751877.447,525347.113,42.92060542,-92.69025374,4752044.757,525279.398,158.24781460189,210
"310",310,"7/8/2019","16:28:49",87,36.9,1,58,"T1","C7",42.91909653,-92.68943162,4751877.447,525347.113,42.92060542,-92.69025374,4752044.757,525279.398,158.24781460189,210
"328",328,"7/8/2019","16:33:33",87,36.7,1,53,"T1","C8",42.91895228,-92.68964085,4751861.365,525330.095,42.92060542,-92.69025374,4752044.757,525279.398,164.810250267288,210
"329",329,"7/8/2019","16:33:35",87,36.7,1,55,"T1","C8",42.91895228,-92.68964085,4751861.365,525330.095,42.92060542,-92.69025374,4752044.757,525279.398,164.810250267288,210
"330",330,"7/8/2019","16:33:56",87,36.6,1,54,"T1","C8",42.91895228,-92.68964085,4751861.365,525330.095,42.92060542,-92.69025374,4752044.757,525279.398,164.810250267288,210
"331",331,"7/8/2019","16:33:58",87,36.7,1,55,"T1","C8",42.91895228,-92.68964085,4751861.365,525330.095,42.92060542,-92.69025374,4752044.757,525279.398,164.810250267288,210
"332",332,"7/8/2019","16:34:00",87,36.6,1,58,"T1","C8",42.91895228,-92.68964085,4751861.365,525330.095,42.92060542,-92.69025374,4752044.757,525279.398,164.810250267288,210
"333",333,"7/8/2019","16:34:21",87,36.5,1,55,"T1","C8",42.91895228,-92.68964085,4751861.365,525330.095,42.92060542,-92.69025374,4752044.757,525279.398,164.810250267288,210
"334",334,"7/8/2019","16:34:23",87,36.7,1,56,"T1","C8",42.91895228,-92.68964085,4751861.365,525330.095,42.92060542,-92.69025374,4752044.757,525279.398,164.810250267288,210
"335",335,"7/8/2019","16:34:24",87,36.7,1,55,"T1","C8",42.91895228,-92.68964085,4751861.365,525330.095,42.92060542,-92.69025374,4752044.757,525279.398,164.810250267288,210
"581",581,"7/8/2019","14:43:24",87,37.2,1,59,"T2","A10",42.91804987,-92.68522358,4751762.495,525690.988,42.92071869,-92.68719639,4752058.259,525528.872,151.571295620707,108
"582",582,"7/8/2019","14:43:26",87,36.9,1,58,"T2","A10",42.91804987,-92.68522358,4751762.495,525690.988,42.92071869,-92.68719639,4752058.259,525528.872,151.571295620707,108
"583",583,"7/8/2019","14:43:47",87,36.7,1,56,"T2","A10",42.91804987,-92.68522358,4751762.495,525690.988,42.92071869,-92.68719639,4752058.259,525528.872,151.571295620707,108
"584",584,"7/8/2019","14:43:49",87,37.2,1,57,"T2","A10",42.91804987,-92.68522358,4751762.495,525690.988,42.92071869,-92.68719639,4752058.259,525528.872,151.571295620707,108
"585",585,"7/8/2019","14:43:50",87,36.9,1,57,"T2","A10",42.91804987,-92.68522358,4751762.495,525690.988,42.92071869,-92.68719639,4752058.259,525528.872,151.571295620707,108
"586",586,"7/8/2019","14:44:12",87,36.9,1,56,"T2","A10",42.91804987,-92.68522358,4751762.495,525690.988,42.92071869,-92.68719639,4752058.259,525528.872,151.571295620707,108
"587",587,"7/8/2019","14:44:13",87,36.9,1,59,"T2","A10",42.91804987,-92.68522358,4751762.495,525690.988,42.92071869,-92.68719639,4752058.259,525528.872,151.571295620707,108
"588",588,"7/8/2019","14:44:15",87,36.8,1,57,"T2","A10",42.91804987,-92.68522358,4751762.495,525690.988,42.92071869,-92.68719639,4752058.259,525528.872,151.571295620707,108
"593",593,"7/8/2019","14:49:48",87,37.2,1,61,"T2","A12",42.91838018,-92.68481248,4751799.301,525724.403,42.92071869,-92.68719639,4752058.259,525528.872,143.256828984619,108
"594",594,"7/8/2019","14:49:50",87,37.1,1,63,"T2","A12",42.91838018,-92.68481248,4751799.301,525724.403,42.92071869,-92.68719639,4752058.259,525528.872,143.256828984619,108
"597",597,"7/8/2019","14:51:25",87,37.1,1,59,"T2","A13",42.91854286,-92.68461199,4751817.427,525740.699,42.92071869,-92.68719639,4752058.259,525528.872,138.981713474321,108
"598",598,"7/8/2019","14:51:27",87,37.2,1,58,"T2","A13",42.91854286,-92.68461199,4751817.427,525740.699,42.92071869,-92.68719639,4752058.259,525528.872,138.981713474321,108
"599",599,"7/8/2019","14:54:12",87,36.9,1,61,"T2","B1",42.91869629,-92.68442754,4751834.521,525755.689,42.92071869,-92.68719639,4752058.259,525528.872,134.924743734756,108
"600",600,"7/8/2019","14:54:14",87,36.9,1,60,"T2","B1",42.91869629,-92.68442754,4751834.521,525755.689,42.92071869,-92.68719639,4752058.259,525528.872,134.924743734756,108
"602",602,"7/8/2019","14:54:59",87,36.7,1,61,"T2","B1",42.91869629,-92.68442754,4751834.521,525755.689,42.92071869,-92.68719639,4752058.259,525528.872,134.924743734756,108
"603",603,"7/8/2019","14:55:01",87,36.7,1,61,"T2","B1",42.91869629,-92.68442754,4751834.521,525755.689,42.92071869,-92.68719639,4752058.259,525528.872,134.924743734756,108
"604",604,"7/8/2019","14:55:03",87,36.6,1,58,"T2","B1",42.91869629,-92.68442754,4751834.521,525755.689,42.92071869,-92.68719639,4752058.259,525528.872,134.924743734756,108
"605",605,"7/8/2019","14:55:47",87,36.5,1,56,"T2","B1",42.91869629,-92.68442754,4751834.521,525755.689,42.92071869,-92.68719639,4752058.259,525528.872,134.924743734756,108
"608",608,"7/8/2019","14:57:05",87,36.8,1,59,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"609",609,"7/8/2019","14:57:27",87,36.8,1,57,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"610",610,"7/8/2019","14:58:14",87,37,1,61,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"611",611,"7/8/2019","14:58:15",87,37,1,60,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"612",612,"7/8/2019","14:58:17",87,37,1,59,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"613",613,"7/8/2019","14:58:38",87,37,1,61,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"614",614,"7/8/2019","14:58:40",87,37,1,60,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"615",615,"7/8/2019","14:58:41",87,37.1,1,59,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"616",616,"7/8/2019","14:59:02",87,37,1,58,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"617",617,"7/8/2019","14:59:04",87,37.1,1,58,"T2","B2",42.91885901,-92.68465105,4751852.523,525737.379,42.92071869,-92.68719639,4752058.259,525528.872,134.933089328308,108
"627",627,"7/8/2019","15:00:51",87,37.2,1,67,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"628",628,"7/8/2019","15:01:12",87,37.2,1,60,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"629",629,"7/8/2019","15:01:13",87,37.2,1,62,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"630",630,"7/8/2019","15:01:15",87,37.2,1,64,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"631",631,"7/8/2019","15:01:36",87,37.2,1,65,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"632",632,"7/8/2019","15:01:37",87,37.2,1,65,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"633",633,"7/8/2019","15:01:39",87,37.2,1,64,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"634",634,"7/8/2019","15:02:00",87,37.2,1,65,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"635",635,"7/8/2019","15:02:02",87,37.2,1,65,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"636",636,"7/8/2019","15:02:24",87,37.2,1,63,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"637",637,"7/8/2019","15:02:26",87,37.1,1,59,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"638",638,"7/8/2019","15:02:47",87,37.2,1,63,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"639",639,"7/8/2019","15:02:48",87,37.2,1,62,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"640",640,"7/8/2019","15:02:50",87,37.2,1,62,"T2","B3",42.91901626,-92.68486482,4751869.919,525719.867,42.92071869,-92.68719639,4752058.259,525528.872,134.915282005055,108
"641",641,"7/8/2019","15:03:40",87,37.1,1,62,"T2","B4",42.91917666,-92.6850855,4751887.664,525701.789,42.92071869,-92.68719639,4752058.259,525528.872,134.929010407626,108
"642",642,"7/8/2019","15:03:42",87,37.1,1,64,"T2","B4",42.91917666,-92.6850855,4751887.664,525701.789,42.92071869,-92.68719639,4752058.259,525528.872,134.929010407626,108
"643",643,"7/8/2019","15:04:03",87,37.1,1,69,"T2","B4",42.91917666,-92.6850855,4751887.664,525701.789,42.92071869,-92.68719639,4752058.259,525528.872,134.929010407626,108
"644",644,"7/8/2019","15:04:04",87,37.1,1,71,"T2","B4",42.91917666,-92.6850855,4751887.664,525701.789,42.92071869,-92.68719639,4752058.259,525528.872,134.929010407626,108
"645",645,"7/8/2019","15:04:27",87,37.2,1,69,"T2","B4",42.91917666,-92.6850855,4751887.664,525701.789,42.92071869,-92.68719639,4752058.259,525528.872,134.929010407626,108
"646",646,"7/8/2019","15:04:29",87,37.2,1,72,"T2","B4",42.91917666,-92.6850855,4751887.664,525701.789,42.92071869,-92.68719639,4752058.259,525528.872,134.929010407626,108
"647",647,"7/8/2019","15:04:50",87,37.2,1,67,"T2","B4",42.91917666,-92.6850855,4751887.664,525701.789,42.92071869,-92.68719639,4752058.259,525528.872,134.929010407626,108
