"","Tower","T_N","T_E","T_Lat","T_Long","Antenna","EstAzimuth","CalcAzimuth","Date","L_ID","L_Lat","L_Long","L_N","L_E","Power"
"171","T4",4751820.777,525286.266,42.91858823,-92.6901797,2,124,131.496566829916,"7/8/2019","D9",42.91743662,-92.6884021,4751693.43,525431.82,70
"172","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,131.496566829916,"7/8/2019","D9",42.91743662,-92.6884021,4751693.43,525431.82,82
"173","T2",4752058.259,525528.872,42.92071869,-92.68719639,2,169,195.05793915168,"7/8/2019","D9",42.91743662,-92.6884021,4751693.43,525431.82,58
"174","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,216.913374476452,"7/8/2019","D9",42.91743662,-92.6884021,4751693.43,525431.82,87
"175","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,216.913374476452,"7/8/2019","D9",42.91743662,-92.6884021,4751693.43,525431.82,85
"176","T5",4751833.976,525536.961,42.91869874,-92.6871075,5,289,216.913374476452,"7/8/2019","D9",42.91743662,-92.6884021,4751693.43,525431.82,72
"177","T5",4751833.976,525536.961,42.91869874,-92.6871075,4,346,216.913374476452,"7/8/2019","D9",42.91743662,-92.6884021,4751693.43,525431.82,75
"178","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,312.700977082405,"7/8/2019","D9",42.91743662,-92.6884021,4751693.43,525431.82,72.5
"179","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,312.700977082405,"7/8/2019","D9",42.91743662,-92.6884021,4751693.43,525431.82,69
"180","T7",4751587.388,525295.045,42.91648625,-92.69008267,3,20,60.0146390242978,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,74
"181","T7",4751587.388,525295.045,42.91648625,-92.69008267,2,70,60.0146390242978,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,68
"182","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,60.0146390242978,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,77
"183","T4",4751820.777,525286.266,42.91858823,-92.6901797,4,4,131.561058290085,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,57
"184","T4",4751820.777,525286.266,42.91858823,-92.6901797,2,124,131.561058290085,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,65
"185","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,131.561058290085,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,78
"186","T2",4752058.259,525528.872,42.92071869,-92.68719639,2,169,191.869871638646,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,60
"187","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,209.152175757984,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,84
"188","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,209.152175757984,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,85
"189","T5",4751833.976,525536.961,42.91869874,-92.6871075,5,289,209.152175757984,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,70
"190","T5",4751833.976,525536.961,42.91869874,-92.6871075,4,346,209.152175757984,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,73
"191","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,312.826502771389,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,80
"192","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,312.826502771389,"7/8/2019","D10",42.91729006,-92.68818042,4751677.222,525449.973,68
"193","T4",4751820.777,525286.266,42.91858823,-92.6901797,4,4,55.3628327502966,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,73
"194","T4",4751820.777,525286.266,42.91858823,-92.6901797,3,65,55.3628327502966,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,63.5
"195","T4",4751820.777,525286.266,42.91858823,-92.6901797,2,124,55.3628327502966,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,80
"196","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,55.3628327502966,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,59
"197","T1",4752044.757,525279.398,42.92060542,-92.69025374,4,36,118.773567907106,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,72
"198","T1",4752044.757,525279.398,42.92060542,-92.69025374,3,100,118.773567907106,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,71.5
"199","T1",4752044.757,525279.398,42.92060542,-92.69025374,2,155,118.773567907106,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,63
"200","T1",4752044.757,525279.398,42.92060542,-92.69025374,1,210,118.773567907106,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,63
"201","T2",4752058.259,525528.872,42.92071869,-92.68719639,1,108,209.626320781297,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,57
"202","T2",4752058.259,525528.872,42.92071869,-92.68719639,2,169,209.626320781297,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,67
"203","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,327.010698152771,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,81
"204","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,327.010698152771,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,71
"205","T5",4751833.976,525536.961,42.91869874,-92.6871075,8,115,327.010698152771,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,70
"206","T5",4751833.976,525536.961,42.91869874,-92.6871075,5,289,327.010698152771,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,71
"207","T5",4751833.976,525536.961,42.91869874,-92.6871075,4,346,327.010698152771,"7/8/2019","C2",42.91969544,-92.68799101,4751944.389,525464.442,74.5
"208","T7",4751587.388,525295.045,42.91648625,-92.69008267,3,20,67.0503814487767,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,72
"209","T7",4751587.388,525295.045,42.91648625,-92.69008267,2,70,67.0503814487767,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,70
"210","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,67.0503814487767,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,79
"211","T7",4751587.388,525295.045,42.91648625,-92.69008267,4,322,67.0503814487767,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,70
"212","T4",4751820.777,525286.266,42.91858823,-92.6901797,2,124,131.53639992761,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,63
"213","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,131.53639992761,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,75
"214","T2",4752058.259,525528.872,42.92071869,-92.68719639,2,169,188.850967853376,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,58
"215","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,201.809621822955,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,68
"216","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,201.809621822955,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,86.5
"217","T5",4751833.976,525536.961,42.91869874,-92.6871075,8,115,201.809621822955,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,63
"218","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,201.809621822955,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,89
"219","T5",4751833.976,525536.961,42.91869874,-92.6871075,7,173,201.809621822955,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,64
"220","T5",4751833.976,525536.961,42.91869874,-92.6871075,6,240,201.809621822955,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,64
"221","T5",4751833.976,525536.961,42.91869874,-92.6871075,5,289,201.809621822955,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,72
"222","T5",4751833.976,525536.961,42.91869874,-92.6871075,4,346,201.809621822955,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,77
"223","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,313.205301234467,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,90
"224","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,313.205301234467,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,79
"225","T8",4751595.309,525539.333,42.91654944,-92.68708931,1,110,313.205301234467,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,70
"226","T8",4751595.309,525539.333,42.91654944,-92.68708931,4,300,313.205301234467,"7/8/2019","D11",42.91714567,-92.68795613,4751661.256,525468.339,67
"227","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,73.3661558169615,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,73
"228","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,131.681032884173,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,67
"229","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,195.275950861078,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,68
"230","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,195.275950861078,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,84
"231","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,195.275950861078,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,86
"232","T5",4751833.976,525536.961,42.91869874,-92.6871075,6,240,195.275950861078,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,63
"233","T5",4751833.976,525536.961,42.91869874,-92.6871075,5,289,195.275950861078,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,69
"234","T5",4751833.976,525536.961,42.91869874,-92.6871075,4,346,195.275950861078,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,74
"235","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,313.225233838356,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,103
"236","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,313.225233838356,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,92
"237","T8",4751595.309,525539.333,42.91654944,-92.68708931,1,110,313.225233838356,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,66.5
"238","T8",4751595.309,525539.333,42.91654944,-92.68708931,4,300,313.225233838356,"7/8/2019","D12",42.91699843,-92.68774161,4751644.97,525485.908,74
"239","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,79.0716487290309,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,70
"240","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,131.728790642682,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,59
"241","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,189.208327078519,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,66
"242","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,189.208327078519,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,77
"243","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,189.208327078519,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,83
"244","T5",4751833.976,525536.961,42.91869874,-92.6871075,4,346,189.208327078519,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,68
"245","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,313.728044130953,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,115.5
"246","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,313.728044130953,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,103
"247","T8",4751595.309,525539.333,42.91654944,-92.68708931,1,110,313.728044130953,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,87
"248","T8",4751595.309,525539.333,42.91654944,-92.68708931,4,300,313.728044130953,"7/8/2019","D13",42.91684902,-92.68751696,4751628.447,525504.305,89
"249","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,83.9410657495334,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,68
"250","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,131.76186804161,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,58.5
"251","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,183.966121393559,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,66.5
"252","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,183.966121393559,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,78
"253","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,183.966121393559,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,80
"254","T5",4751833.976,525536.961,42.91869874,-92.6871075,4,346,183.966121393559,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,67
"255","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,315.310837772838,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,123
"256","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,315.310837772838,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,115
"257","T8",4751595.309,525539.333,42.91654944,-92.68708931,1,110,315.310837772838,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,105
"258","T8",4751595.309,525539.333,42.91654944,-92.68708931,4,300,315.310837772838,"7/8/2019","D14",42.9167028,-92.68729646,4751612.276,525522.362,101.5
"259","T4",4751820.777,525286.266,42.91858823,-92.6901797,4,4,45.7306484852687,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,61
"260","T4",4751820.777,525286.266,42.91858823,-92.6901797,2,124,45.7306484852687,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,63
"261","T1",4752044.757,525279.398,42.92060542,-92.69025374,4,36,87.1510634335878,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,58.5
"262","T1",4752044.757,525279.398,42.92060542,-92.69025374,3,100,87.1510634335878,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,63
"263","T2",4752058.259,525528.872,42.92071869,-92.68719639,1,108,210.041938819479,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,154
"264","T2",4752058.259,525528.872,42.92071869,-92.68719639,2,169,210.041938819479,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,152
"265","T2",4752058.259,525528.872,42.92071869,-92.68719639,3,230,210.041938819479,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,150
"266","T2",4752058.259,525528.872,42.92071869,-92.68719639,4,288,210.041938819479,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,129
"267","T3",4752050.3,525755.365,42.92063941,-92.68442159,3,190,272.179163272785,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,58
"268","T3",4752050.3,525755.365,42.92063941,-92.68442159,2,240,272.179163272785,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,58
"269","T3",4752050.3,525755.365,42.92063941,-92.68442159,1,301,272.179163272785,"7/8/2019","C1",42.92071674,-92.68719793,4752058.042,525528.747,70
"270","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,88.2742318224633,"7/8/2019","A1",42.91655216,-92.68709385,4751595.61,525538.961,68
"271","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,179.733178078633,"7/8/2019","A1",42.91655216,-92.68709385,4751595.61,525538.961,70
"272","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,179.733178078633,"7/8/2019","A1",42.91655216,-92.68709385,4751595.61,525538.961,74
"273","T9",4751590.716,525762.766,42.91650056,-92.68435203,4,212,271.472978880004,"7/8/2019","A1",42.91655216,-92.68709385,4751595.61,525538.961,67
"274","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,309.285967154382,"7/8/2019","A1",42.91655216,-92.68709385,4751595.61,525538.961,117
"275","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,309.285967154382,"7/8/2019","A1",42.91655216,-92.68709385,4751595.61,525538.961,131
"276","T8",4751595.309,525539.333,42.91654944,-92.68708931,1,110,309.285967154382,"7/8/2019","A1",42.91655216,-92.68709385,4751595.61,525538.961,136
"277","T8",4751595.309,525539.333,42.91654944,-92.68708931,4,300,309.285967154382,"7/8/2019","A1",42.91655216,-92.68709385,4751595.61,525538.961,109
"278","T2",4752058.259,525528.872,42.92071869,-92.68719639,1,108,142.877184086962,"7/8/2019","B13",42.92055094,-92.687023,4752039.683,525543.092,123
"279","T2",4752058.259,525528.872,42.92071869,-92.68719639,2,169,142.877184086962,"7/8/2019","B13",42.92055094,-92.687023,4752039.683,525543.092,92
"280","T2",4752058.259,525528.872,42.92071869,-92.68719639,3,230,142.877184086962,"7/8/2019","B13",42.92055094,-92.687023,4752039.683,525543.092,90
"281","T2",4752058.259,525528.872,42.92071869,-92.68719639,4,288,142.877184086962,"7/8/2019","B13",42.92055094,-92.687023,4752039.683,525543.092,104.5
"282","T3",4752050.3,525755.365,42.92063941,-92.68442159,3,190,267.341936928635,"7/8/2019","B13",42.92055094,-92.687023,4752039.683,525543.092,60
"283","T3",4752050.3,525755.365,42.92063941,-92.68442159,2,240,267.341936928635,"7/8/2019","B13",42.92055094,-92.687023,4752039.683,525543.092,63
"284","T3",4752050.3,525755.365,42.92063941,-92.68442159,1,301,267.341936928635,"7/8/2019","B13",42.92055094,-92.687023,4752039.683,525543.092,74
"285","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,41.8828995068304,"7/8/2019","A2",42.91671933,-92.68688129,4751614.238,525556.241,105
"286","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,41.8828995068304,"7/8/2019","A2",42.91671933,-92.68688129,4751614.238,525556.241,120.5
"287","T8",4751595.309,525539.333,42.91654944,-92.68708931,1,110,41.8828995068304,"7/8/2019","A2",42.91671933,-92.68688129,4751614.238,525556.241,121
"288","T8",4751595.309,525539.333,42.91654944,-92.68708931,4,300,41.8828995068304,"7/8/2019","A2",42.91671933,-92.68688129,4751614.238,525556.241,98
"289","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,84.3215078379557,"7/8/2019","A2",42.91671933,-92.68688129,4751614.238,525556.241,72.5
"290","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,175.215869356296,"7/8/2019","A2",42.91671933,-92.68688129,4751614.238,525556.241,68
"291","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,175.215869356296,"7/8/2019","A2",42.91671933,-92.68688129,4751614.238,525556.241,76.5
"292","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,175.215869356296,"7/8/2019","A2",42.91671933,-92.68688129,4751614.238,525556.241,83
"293","T2",4752058.259,525528.872,42.92071869,-92.68719639,1,108,139.268811808954,"7/8/2019","B12",42.92039883,-92.68682028,4752022.853,525559.7,107
"294","T2",4752058.259,525528.872,42.92071869,-92.68719639,2,169,139.268811808954,"7/8/2019","B12",42.92039883,-92.68682028,4752022.853,525559.7,76
"295","T2",4752058.259,525528.872,42.92071869,-92.68719639,3,230,139.268811808954,"7/8/2019","B12",42.92039883,-92.68682028,4752022.853,525559.7,63
"296","T2",4752058.259,525528.872,42.92071869,-92.68719639,4,288,139.268811808954,"7/8/2019","B12",42.92039883,-92.68682028,4752022.853,525559.7,84
"297","T3",4752050.3,525755.365,42.92063941,-92.68442159,3,190,262.202051879524,"7/8/2019","B12",42.92039883,-92.68682028,4752022.853,525559.7,59
"298","T3",4752050.3,525755.365,42.92063941,-92.68442159,2,240,262.202051879524,"7/8/2019","B12",42.92039883,-92.68682028,4752022.853,525559.7,63.5
"299","T3",4752050.3,525755.365,42.92063941,-92.68442159,1,301,262.202051879524,"7/8/2019","B12",42.92039883,-92.68682028,4752022.853,525559.7,73
"300","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,42.5099901617508,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,93.5
"301","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,42.5099901617508,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,111
"302","T8",4751595.309,525539.333,42.91654944,-92.68708931,1,110,42.5099901617508,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,110.5
"303","T8",4751595.309,525539.333,42.91654944,-92.68708931,4,300,42.5099901617508,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,87
"304","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,80.7312378470817,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,72
"305","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,123.256971501834,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,61.5
"306","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,169.604046395542,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,66
"307","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,169.604046395542,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,77
"308","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,169.604046395542,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,83
"309","T9",4751590.716,525762.766,42.91650056,-92.68435203,4,212,283.183936440517,"7/8/2019","A3",42.91689576,-92.68665583,4751633.898,525574.57,63.5
"310","T2",4752058.259,525528.872,42.92071869,-92.68719639,1,108,137.145659803542,"7/8/2019","B11",42.92024994,-92.68660252,4752006.386,525577.533,88
"311","T2",4752058.259,525528.872,42.92071869,-92.68719639,2,169,137.145659803542,"7/8/2019","B11",42.92024994,-92.68660252,4752006.386,525577.533,65.5
"312","T2",4752058.259,525528.872,42.92071869,-92.68719639,4,288,137.145659803542,"7/8/2019","B11",42.92024994,-92.68660252,4752006.386,525577.533,62.5
"313","T3",4752050.3,525755.365,42.92063941,-92.68442159,2,240,256.295994406972,"7/8/2019","B11",42.92024994,-92.68660252,4752006.386,525577.533,69.5
"314","T3",4752050.3,525755.365,42.92063941,-92.68442159,1,301,256.295994406972,"7/8/2019","B11",42.92024994,-92.68660252,4752006.386,525577.533,71
"315","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,42.6998474504473,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,88
"316","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,42.6998474504473,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,107
"317","T8",4751595.309,525539.333,42.91654944,-92.68708931,1,110,42.6998474504473,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,106
"318","T8",4751595.309,525539.333,42.91654944,-92.68708931,4,300,42.6998474504473,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,82
"319","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,75.3473153681954,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,76
"320","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,115.360065632671,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,59
"321","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,156.789009628365,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,67
"322","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,156.789009628365,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,81
"323","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,156.789009628365,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,89
"324","T5",4751833.976,525536.961,42.91869874,-92.6871075,7,173,156.789009628365,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,63.5
"325","T5",4751833.976,525536.961,42.91869874,-92.6871075,6,240,156.789009628365,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,62
"326","T5",4751833.976,525536.961,42.91869874,-92.6871075,4,346,156.789009628365,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,68
"327","T9",4751590.716,525762.766,42.91650056,-92.68435203,4,212,297.508246449517,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,64.5
"328","T9",4751590.716,525762.766,42.91650056,-92.68435203,2,341,297.508246449517,"7/8/2019","A5",42.9172215,-92.68624249,4751670.197,525608.171,64
"329","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,28.7406907809866,"7/8/2019","B9",42.91994858,-92.68617152,4751973.052,525612.834,66
"330","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,28.7406907809866,"7/8/2019","B9",42.91994858,-92.68617152,4751973.052,525612.834,67
"331","T2",4752058.259,525528.872,42.92071869,-92.68719639,1,108,135.737985346926,"7/8/2019","B9",42.91994858,-92.68617152,4751973.052,525612.834,77
"332","T3",4752050.3,525755.365,42.92063941,-92.68442159,2,240,241.671978608554,"7/8/2019","B9",42.91994858,-92.68617152,4751973.052,525612.834,72
"333","T3",4752050.3,525755.365,42.92063941,-92.68442159,1,301,241.671978608554,"7/8/2019","B9",42.91994858,-92.68617152,4751973.052,525612.834,73.5
"334","T6",4751834.521,525755.689,42.91869629,-92.68442754,1,346,314.437724231292,"7/8/2019","B9",42.91994858,-92.68617152,4751973.052,525612.834,65
"335","T8",4751595.309,525539.333,42.91654944,-92.68708931,3,0,42.6420518867163,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,82
"336","T8",4751595.309,525539.333,42.91654944,-92.68708931,2,56,42.6420518867163,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,97
"337","T8",4751595.309,525539.333,42.91654944,-92.68708931,1,110,42.6420518867163,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,97
"338","T8",4751595.309,525539.333,42.91654944,-92.68708931,4,300,42.6420518867163,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,74
"339","T7",4751587.388,525295.045,42.91648625,-92.69008267,1,134,73.072498163688,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,73
"340","T4",4751820.777,525286.266,42.91858823,-92.6901797,2,124,111.561090584635,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,61
"341","T4",4751820.777,525286.266,42.91858823,-92.6901797,1,194,111.561090584635,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,59
"342","T5",4751833.976,525536.961,42.91869874,-92.6871075,3,39,149.03872504989,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,68
"343","T5",4751833.976,525536.961,42.91869874,-92.6871075,2,97,149.03872504989,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,84
"344","T5",4751833.976,525536.961,42.91869874,-92.6871075,1,159,149.03872504989,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,91
"345","T5",4751833.976,525536.961,42.91869874,-92.6871075,7,173,149.03872504989,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,64
"346","T5",4751833.976,525536.961,42.91869874,-92.6871075,6,240,149.03872504989,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,65
"347","T5",4751833.976,525536.961,42.91869874,-92.6871075,4,346,149.03872504989,"7/8/2019","A6",42.91738853,-92.68603416,4751688.808,525625.105,72
